ID,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,High-Salary
1088559,m,1992-06-29 00:00:00,88,matric board,2009,87,state board,9493,2,B.Tech/B.E.,electronics and electrical engineering,79.9,9493,0,Tamil Nadu,2013,510,425,525,-1,465,-1,438,-1,-1,-1,-1,0.8463,-0.7866,1.0859,0.1459,-1.0524,1
601563,m,1991-03-11 00:00:00,79,state board,2008,66,state board,17205,2,B.Tech/B.E.,electronics and communication engineering,61.47,17205,0,Punjab,2013,570,495,695,0.2294817549,355,266,-1,-1,-1,-1,-1,1.2772,1.7109,2.3154,2.9349,1.6302,0
921436,f,1993-06-09 00:00:00,92,state board,2010,89,state board,1577,2,B.Tech/B.E.,information technology,83,1577,0,Tamil Nadu,2014,500,595,385,0.6226429158,355,-1,407,-1,-1,-1,-1,1.7081,-0.9531,-1.0659,-0.8682,-0.0943,0
807434,m,1992-12-04 00:00:00,75.4,cbse,2010,60.4,cbse,11759,2,B.Tech/B.E.,electronics and electrical engineering,65.5,11759,0,Uttarakhand,2014,450,570,415,0.4446177169,-1,292,-1,-1,393,-1,-1,-1.4517,-0.1206,0.01,1.6672,-2.0105,0
1175511,m,1993-06-06 00:00:00,68,cbse,2010,59,cbse,16674,2,MCA,computer application,73,16674,0,Punjab,2015,545,530,500,0.08005528134,345,-1,253,-1,-1,-1,-1,-3.3188,-1.6191,-3.525,0.2727,-0.4776,0
36296,m,1989-08-29 00:00:00,72.3,cbse,2006,95,andhra board,64,2,B.Tech/B.E.,information technology,70,64,0,Uttar Pradesh,2010,454,515,625,0.3084005829,355,333,-1,-1,-1,-1,-1,0.0464,0.3448,-0.9245,-0.9953,0.6603,1
1084021,f,1991-01-04 00:00:00,79.5,state board,2008,76,cbse,1572,2,B.Tech/B.E.,computer science & engineering,76,1572,0,Assam,2013,475,570,595,0.3565364877,505,-1,346,-1,-1,-1,-1,-1.0208,0.5454,0.6248,1.1601,0.4805,1
249875,m,1989-07-19 00:00:00,82,cbse,2007,61.2,cbse,4889,2,B.Tech/B.E.,computer engineering,62.8,4889,1,Tamil Nadu,2011,505,515,365,0.8431237267,515,-1,-1,-1,-1,-1,-1,-1.3447,0.0328,-0.6343,0.1798,-0.6035,1
960228,m,1992-10-09 00:00:00,71,cbse,2010,64.6,cbse,7255,2,B.Tech/B.E.,electronics and communication engineering,65.6,7255,0,Haryana,2014,325,440,380,0.4935963873,-1,324,-1,-1,-1,286,-1,-1.1644,1.0449,0.7785,1.4136,-0.6692,0
306463,f,1986-08-13 00:00:00,62.13,0,2005,43.12,0,2570,2,MCA,computer application,68,2570,0,Maharashtra,2011,375,355,465,0.4138382558,385,-1,-1,-1,-1,-1,-1,-0.7264,-1.0593,0.5269,-0.0552,-0.2875,0
653010,m,1990-06-14 00:00:00,74.5,state board,2007,80.8,state board,13473,2,B.Tech/B.E.,computer science & engineering,68.66,13473,0,Uttar Pradesh,2013,520,525,400,0.5259225843,415,-1,-1,-1,-1,-1,-1,0.8463,-0.1206,1.7007,0.0192,0.6721,0
351149,m,1992-10-10 00:00:00,63,cbse,2009,64,cbse,7627,2,B.Tech/B.E.,computer science & engineering,70.9,7627,0,Uttar Pradesh,2014,455,475,475,0.8422483223,635,-1,469,-1,-1,-1,-1,-1.0355,-0.2793,-0.0537,0.5323,0.3049,1
1259599,m,1993-07-30 00:00:00,73.37,state board,2010,61.57,state board,11659,2,B.Tech/B.E.,computer science & engineering,76,11659,1,Tamil Nadu,2014,545,445,510,0.3565364877,345,-1,346,-1,-1,-1,-1,0.8463,0.2124,0.01,0.3995,0.2889,0
898540,f,1993-05-20 00:00:00,83.4,cbse,2010,84.5,cbse,66,2,B.Tech/B.E.,mechanical engineering,76.45,66,0,Uttar Pradesh,2014,450,510,455,0.4590158405,-1,-1,-1,376,-1,-1,-1,-1.1644,-0.9531,0.01,-0.2344,0.0973,0
605021,m,1992-06-17 00:00:00,81,cbse,2009,79,cbse,272,2,B.Tech/B.E.,electronics and communication engineering,70.02,272,0,Punjab,2013,570,585,470,0.8246664007,455,400,-1,-1,-1,-1,-1,-1.0208,0.0459,1.547,0.3995,0.8637,1
895719,f,1991-10-26 00:00:00,92.6,cbse,2012,69,cbse,119,1,B.Tech/B.E.,electronics and communication engineering,72,119,0,Uttar Pradesh,2014,745,560,765,0.7833035367,-1,388,-1,-1,-1,366,-1,1.5644,1.2114,0.01,-0.4879,0.4805,1
535627,m,1992-12-17 00:00:00,86,cbse,2010,83.8,cbse,12290,2,B.Tech/B.E.,information technology,77,12290,0,Himachal Pradesh,2014,555,605,560,0.4867470084,465,-1,376,-1,-1,-1,-1,0.9737,1.4368,0.5994,-0.2902,0.3444,1
959934,m,1990-01-05 00:00:00,78.6,icse,2008,64.8,cbse,7255,2,B.Tech/B.E.,information technology,63.7,7255,0,Haryana,2014,615,520,535,0.744758354,455,-1,438,-1,-1,-1,-1,0.2718,-0.1206,0.4711,-0.2344,-2.0105,0
1041623,f,1992-08-20 00:00:00,84.5,state board,2009,89.1,state board,7077,2,B.Tech/B.E.,computer science & engineering,75.16,7077,0,Andhra Pradesh,2013,280,425,345,0.7935806145,495,-1,-1,-1,-1,-1,-1,-0.159,0.8784,-0.2974,-0.995,1.247,0
320706,m,1990-04-03 00:00:00,85.3,ssc,2008,75,board of intermediate,5015,2,B.Tech/B.E.,electronics and electrical engineering,76,5015,0,Andhra Pradesh,2012,435,475,335,0.124502074,395,233,-1,-1,-1,-1,-1,-0.4173,-0.4353,0.0914,0.6204,-2.1833,1
655183,m,1991-02-01 00:00:00,85,cbse,2008,79,cbse,8310,2,B.Tech/B.E.,information technology,75.64,8310,1,Rajasthan,2013,520,500,605,0.9014895714,545,-1,-1,-1,-1,-1,-1,-0.3027,0.3789,1.2396,0.2727,0.2889,1
988541,f,1992-04-07 00:00:00,84.4,icse,2010,74.6,icse,903,2,B.Tech/B.E.,information technology,77.26,903,0,Uttar Pradesh,2014,385,510,310,0.276047228,345,-1,-1,-1,-1,-1,-1,0.2718,-0.2871,-1.6807,-0.2344,-0.4776,0
435338,m,1990-04-06 00:00:00,75,0,2007,56,0,11982,2,B.Tech/B.E.,electrical engineering,72,11982,0,Orissa,2012,465,365,475,0.2294817549,-1,266,-1,-1,-1,-1,-1,0.9737,0.2668,-1.7954,-1.4653,-0.2875,0
297430,m,1987-12-31 00:00:00,86.2,cbse,2006,60.2,cbse,3918,2,B.Tech/B.E.,information science engineering,65.2,3918,1,Karnataka,2011,545,505,695,0.8841225116,535,-1,-1,-1,-1,-1,-1,1.4374,-0.2793,-0.6343,-2.0529,-0.6035,1
905195,m,1991-08-28 00:00:00,80,cbse,2009,70,cbse,6290,1,B.Tech/B.E.,information technology,65,6290,0,Himachal Pradesh,2014,440,440,620,0.744758354,465,-1,438,-1,-1,-1,-1,-2.0262,-0.9531,0.9322,-0.4879,-0.4776,1
1087295,f,1992-09-30 00:00:00,76.4,cbse,2010,81.1,state board,953,2,B.Tech/B.E.,information technology,77.05,953,1,Telangana,2014,440,505,380,0.4867470084,575,-1,376,-1,-1,-1,-1,0.7027,0.5454,-0.9122,-1.6289,-0.4776,1
360581,f,1991-05-19 00:00:00,75,0,2008,91.2,0,4752,2,B.Tech/B.E.,computer engineering,72,4752,0,Andhra Pradesh,2012,315,395,415,0.6707431514,455,-1,-1,-1,-1,-1,-1,-0.5719,0.0328,-0.8157,0.2973,-0.2875,0
103858,m,1988-08-09 00:00:00,87,matriculation,2006,76,tamilnadu stateboard,519,2,B.Tech/B.E.,computer engineering,71,519,1,Tamil Nadu,2010,415,554,405,0.7357957092,475,-1,-1,-1,-1,-1,-1,-0.2628,-0.1232,-0.4891,-0.4078,0.3444,1
896469,m,1992-05-29 00:00:00,86.88,state board,2010,80.83,state board,356,2,B.Tech/B.E.,computer science & engineering,67.6,356,1,Karnataka,2014,485,375,635,0.3565364877,445,-1,346,-1,-1,-1,-1,0.99,0.3789,0.01,1.2869,0.4805,1
64118,f,1988-05-25 00:00:00,75,0,2005,56,0,2198,2,B.Tech/B.E.,computer engineering,72,2198,0,Maharashtra,2010,365,485,435,0.3084005829,355,-1,-1,-1,-1,-1,-1,0.51,-0.2793,1.2525,-0.6428,0.5024,0
638324,m,1989-08-10 00:00:00,66,state board,2006,68,state board,9578,2,MCA,computer application,72,9578,0,Uttar Pradesh,2013,285,410,515,0.3775514194,375,-1,-1,-1,-1,-1,-1,0.1282,0.2124,1.2396,0.2727,0.6721,0
509283,m,1989-05-03 00:00:00,70.67,rbse,2007,67.8,cbse,4948,2,B.Tech/B.E.,computer engineering,69.3,4948,1,Rajasthan,2012,545,665,705,0.9014895714,545,-1,-1,-1,-1,-1,-1,0.8578,0.3448,-0.7794,-0.1727,-0.7615,1
543685,m,1990-09-12 00:00:00,65.1,state board,2007,71,state board,55,2,B.Tech/B.E.,computer engineering,66.8,55,0,Uttar Pradesh,2013,450,495,545,0.7656735812,485,-1,-1,-1,-1,-1,-1,1.592,0.7348,-0.8157,-1.8179,-0.2875,1
1087018,m,1992-12-17 00:00:00,78.8,matriculation,2010,76.5,state board,7518,2,B.Tech/B.E.,electronics and electrical engineering,75.9,7518,0,Tamil Nadu,2014,395,425,370,0.4239513964,-1,-1,346,-1,388,-1,-1,-0.3027,0.7119,0.01,-0.7415,-1.6273,0
1093626,m,1991-12-28 00:00:00,68.14,icse,2010,65.8,state board,13801,2,B.Tech/B.E.,electronics and communication engineering,75.6,13801,0,Madhya Pradesh,2014,560,460,405,0.8816200695,285,420,-1,-1,-1,-1,-1,-0.3027,-0.1206,0.9322,-0.4879,-1.244,1
1264748,m,1992-07-09 00:00:00,74,cbse,2010,69,cbse,378,2,B.Tech/B.E.,information technology,72,378,0,Haryana,2014,545,565,415,0.4867470084,395,-1,376,-1,-1,-1,-1,-0.159,0.3789,0.7785,-1.5021,-0.2859,0
128849,m,1988-07-28 00:00:00,87,board of secondary education,2005,92,board of intermediate education,1428,2,B.Tech/B.E.,electrical engineering,63.96,1428,1,Telangana,2009,445,605,525,0.2987691286,315,-1,-1,-1,356,-1,-1,0.7027,-0.2871,-0.2974,-0.6147,-1.8189,0
1219078,m,1991-07-17 00:00:00,92.2,icse,2009,75.6,cbse,11154,2,B.Tech/B.E.,computer science & engineering,81.5,11154,1,West Bengal,2014,685,565,645,0.9538997751,595,-1,530,-1,-1,-1,-1,1.4208,1.2114,0.3174,-1.5021,0.2889,1
198041,m,1989-07-31 00:00:00,76,cbse,2006,66,cbse,13,1,B.Tech/B.E.,computer engineering,67,13,1,Delhi,2011,675,595,625,0.8431237267,515,-1,-1,-1,-1,-1,-1,-0.1082,-0.2793,-0.0537,-0.5253,-0.1295,1
261183,m,1989-01-18 00:00:00,68,0,2006,65,0,6874,2,B.Tech/B.E.,mechanical engineering,61.5,6874,0,Uttarakhand,2011,525,545,405,0.2067106183,-1,-1,-1,313,-1,-1,-1,-1.6538,0.1888,0.0914,1.4724,1.1343,1
283164,m,1989-06-15 00:00:00,70,icse,2006,73.8,isc,4234,2,B.Tech/B.E.,computer engineering,70.13,4234,0,Uttar Pradesh,2011,825,505,485,0.8841225116,535,-1,-1,-1,-1,-1,-1,0.51,0.8128,1.2525,0.8848,0.5024,1
1238752,m,1992-06-22 00:00:00,84,state board,2009,87.83,state board,1111,2,B.Tech/B.E.,computer science & engineering,81,1111,0,Tamil Nadu,2013,405,420,475,0.8422483223,475,-1,469,-1,-1,-1,-1,-0.8772,-1.1196,1.0859,-0.8682,-0.4776,0
627087,m,1991-04-08 00:00:00,84,cbse,2009,78,cbse,66,2,B.Tech/B.E.,electronics and communication engineering,60,66,0,Uttar Pradesh,2013,730,450,530,0.3760595867,-1,300,-1,-1,-1,-1,-1,-0.0154,0.7119,1.7007,-0.995,-1.244,1
756514,m,1988-10-29 00:00:00,65,state board,2007,54,state board,4417,2,B.Tech/B.E.,electronics and communication engineering,67,4417,0,Madhya Pradesh,2011,380,425,445,0.3387863472,-1,292,-1,-1,-1,-1,-1,0.4285,-0.8865,-0.6355,-0.8682,-0.4137,0
712297,m,1991-08-17 00:00:00,93.5,icse,2009,84.5,cbse,2725,1,B.Tech/B.E.,mechanical engineering,66,2725,0,Madhya Pradesh,2013,730,655,780,0.9716634908,-1,-1,-1,553,-1,-1,-1,-1.308,0.3789,-0.1437,-0.7415,0.0973,1
450922,f,1990-07-07 00:00:00,82.83,0,2008,75.16,0,1964,2,B.Tech/B.E.,electronics and communication engineering,75.72,1964,0,Karnataka,2012,405,435,345,0.8246664007,355,400,-1,-1,-1,-1,-1,-1.4992,-0.5523,-1.5776,1.3549,-0.9194,0
296790,m,1988-05-07 00:00:00,74.4,cbse,2006,69.9,cbse,1920,2,B.Tech/B.E.,computer engineering,63,1920,0,Uttar Pradesh,2011,495,585,545,0.4508765845,395,-1,-1,-1,-1,-1,-1,0.0464,1.1248,0.672,0.2973,0.3444,0
1189128,m,1992-02-26 00:00:00,86.8,state board,2009,88.4,state board,14521,2,B.Tech/B.E.,electronics and communication engineering,75.2,14521,1,Telangana,2013,440,545,605,-1,375,-1,-1,-1,-1,-1,-1,0.5591,-0.1206,1.0859,-0.8682,0.0973,0
1072592,m,1991-10-11 00:00:00,81.66,state board,2009,58.55,state board,2318,2,B.Tech/B.E.,information science engineering,55.9,2318,1,Karnataka,2013,630,680,560,0.4867470084,465,-1,376,-1,-1,-1,-1,0.99,0.8784,1.0859,-0.7415,1.0554,0
1253724,m,1992-10-29 00:00:00,90.15,state board,2011,83.33,state board,10581,2,B.Tech/B.E.,civil engineering,81,10581,0,Maharashtra,2015,395,510,415,0.5367826665,-1,-1,-1,-1,-1,-1,356,-0.5899,-1.2861,-0.4511,0.653,-0.8608,1
1269213,m,1989-01-31 00:00:00,68,cbse,2009,64.8,cbse,5483,2,B.Tech/B.E.,computer science & engineering,74,5483,1,West Bengal,2014,525,580,595,0.8194165298,505,-1,-1,-1,-1,-1,-1,-1.0208,0.2124,-0.1437,1.1601,-0.6692,0
216101,f,1991-06-06 00:00:00,55.6,up board,2007,68,cbse,350,2,B.Tech/B.E.,computer engineering,67.84,350,0,Uttar Pradesh,2011,455,385,355,0.1901534056,315,-1,-1,-1,-1,-1,-1,0.8192,0.3448,0.5269,0.6498,0.6603,0
611076,m,1987-09-07 00:00:00,61,cbse,2006,61,cbse,8160,2,B.Tech/B.E.,information technology,72,8160,0,Haryana,2011,360,460,355,0.4508765845,395,-1,-1,-1,-1,-1,-1,-0.7335,-0.6201,-1.0659,1.0333,-1.8189,1
1171381,m,1990-09-22 00:00:00,80,cbse,2008,74,cbse,350,2,B.Tech/B.E.,information technology,58,350,0,Uttar Pradesh,2013,525,590,560,0.9421165515,575,-1,-1,-1,-1,-1,-1,-0.3027,0.3789,-0.2974,-1.5021,0.2889,0
82915,m,1988-02-09 00:00:00,82.8,icse,2005,75,icse,2987,2,B.Tech/B.E.,computer engineering,79,2987,0,Uttar Pradesh,2010,545,665,635,0.9795217443,625,-1,-1,-1,-1,-1,-1,0.6646,-0.4353,0.2366,-0.6428,-0.4455,1
941785,m,1993-02-08 00:00:00,78.6,cbse,2010,82.6,cbse,272,2,B.Tech/B.E.,mechanical engineering,70,272,0,Punjab,2014,590,555,385,0.1256901822,-1,-1,407,284,-1,-1,-1,-0.8772,-0.6201,0.3174,-0.2344,1.4386,0
937940,m,1993-05-12 00:00:00,82.8,state board,2010,69.2,state board,6874,2,B.Tech/B.E.,information technology,75.9,6874,0,Uttarakhand,2014,405,580,605,0.3565364877,465,-1,346,-1,-1,-1,-1,-0.4463,-0.1206,0.4711,0.2727,-0.2859,0
1281171,f,1992-08-19 00:00:00,80,cbse,2010,78,cbse,50,2,B.Tech/B.E.,computer science & engineering,80.35,50,0,Haryana,2014,500,505,565,0.6226429158,495,-1,407,-1,-1,-1,-1,0.1282,0.7119,0.4711,-1.3753,-0.2859,1
873020,m,1991-07-10 00:00:00,91,state board,2009,91,state board,9074,2,B.Tech/B.E.,computer science & engineering,80.6,9074,1,Telangana,2013,475,520,765,0.4867470084,525,-1,376,-1,-1,-1,-1,0.7027,1.0449,1.0859,1.1601,0.6721,0
632402,f,1991-12-19 00:00:00,72.2,cbse,2009,63,cbse,9737,2,B.Tech/B.E.,electrical engineering,71.1,9737,0,Uttar Pradesh,2013,570,415,515,0.1636309266,-1,-1,-1,-1,313,-1,-1,0.2718,1.3779,1.7007,-1.7556,-0.0943,0
325665,m,1988-08-25 00:00:00,80,west bengal board of secondary education,2007,81,west bengal council of higher secondary education,252,2,B.Tech/B.E.,computer engineering,77.8,252,1,West Bengal,2012,435,565,635,0.7656735812,485,-1,-1,-1,-1,-1,-1,-0.3014,0.8128,-0.9245,-1.05407,0.5024,1
1094787,m,1992-02-09 00:00:00,79.5,state board,2009,63.2,state board,7814,2,B.Tech/B.E.,electronics and communication engineering,63.3,7814,0,Orissa,2014,615,425,440,0.4935963873,405,324,-1,-1,-1,452,-1,-0.3027,1.0449,1.3933,0.1459,0.8637,0
1245184,m,1989-10-10 00:00:00,44.16,state board,2009,62,state board,51,2,MCA,computer application,71.6,51,0,Uttar Pradesh,2015,500,510,415,0.9743961125,615,-1,-1,-1,-1,-1,-1,0.2718,0.8784,0.01,-0.1076,0.4805,0
644845,f,1991-03-20 00:00:00,94.4,cbse,2008,86.8,cbse,124,2,B.Tech/B.E.,electrical engineering,90.3,124,0,Orissa,2013,640,495,620,0.9913869328,-1,-1,-1,-1,633,-1,-1,-0.4463,0.2124,-1.0659,-0.3612,-0.2859,1
1073243,m,1991-02-24 00:00:00,82,state board,2009,83,state board,5483,2,B.Tech/B.E.,computer science & engineering,81,5483,1,West Bengal,2013,605,495,520,-1,-1,-1,-1,-1,-1,-1,-1,-2.8879,-2.4516,0.01,-0.2344,-1.0524,0
216967,m,1988-12-02 00:00:00,64.4,"jharkhand secondary examination board,ranchi",2008,69,"cbse,new delhi",4948,2,B.Tech/B.E.,electronics and communication engineering,65.7,4948,1,Rajasthan,2011,465,545,385,0.960603252,305,466,-1,-1,-1,260,-1,-1.3447,0.9688,-0.4891,2.0599,0.9763,1
335896,m,1991-08-17 00:00:00,85.4,0,2008,88.7,0,1141,2,B.Tech/B.E.,electronics and communication engineering,62,1141,0,Andhra Pradesh,2012,455,425,545,0.538386893,-1,333,-1,-1,-1,286,-1,0.7419,1.9048,-0.0537,0.0035,-0.2875,0
1245385,m,1991-07-01 00:00:00,72,u p board,2009,72,u p board,51,2,MCA,computer application,70,51,0,Uttar Pradesh,2015,350,375,310,0.6226429158,335,-1,407,-1,-1,-1,-1,-1.0208,0.2124,1.547,2.0475,1.0554,0
360290,f,1990-08-08 00:00:00,73.6,0,2008,62.66,0,11425,2,B.Tech/B.E.,information technology,72.22,11425,1,Karnataka,2012,415,385,365,0.7935806145,495,-1,-1,-1,-1,-1,-1,1.4374,0.9688,0.3817,0.8848,-0.0506,1
818701,m,1989-12-15 00:00:00,66,state board,2006,61,state board,9508,2,B.Tech/B.E.,computer science & engineering,72.04,9508,0,Uttar Pradesh,2012,640,500,545,0.9538997751,464,-1,530,-1,-1,-1,-1,0.5591,1.0449,-0.1437,-0.6147,-0.8608,1
385547,m,1991-04-22 00:00:00,82.4,cbse,2008,76,cbse,100,2,B.Tech/B.E.,electronics and communication engineering,82,100,0,Haryana,2012,585,665,715,0.538386893,-1,333,-1,-1,-1,-1,-1,-0.3014,1.1248,-0.0537,-1.3184,0.3444,1
1189996,m,1991-05-30 00:00:00,85.17,cbse,2010,76.6,cbse,894,2,B.Tech/B.E.,mechanical engineering,70.04,894,0,Tamil Nadu,2014,710,570,680,0.8295845998,305,-1,-1,469,-1,-1,-1,-0.3027,0.2124,0.6248,0.2727,-1.4356,0
958966,m,1992-05-16 00:00:00,68.14,state board,2010,61.7,state board,15863,2,B.Tech/B.E.,computer science & engineering,70.4,15863,1,Rajasthan,2014,520,575,485,0.8646854134,525,-1,-1,-1,-1,-1,-1,-0.0154,0.2124,0.4711,0.1459,0.6721,0
345838,m,1991-05-29 00:00:00,89,0,2008,96.7,0,6659,2,B.Tech/B.E.,electronics and communication engineering,92,6659,1,Tamil Nadu,2012,525,475,375,0.05879280001,365,200,-1,-1,-1,393,-1,-0.6491,-0.4353,0.672,1.85433,-0.1295,0
815859,m,1991-11-06 00:00:00,74,cbse,2010,85,cbse,44,2,B.Tech/B.E.,electronics and communication engineering,65.6,44,0,Uttar Pradesh,2014,615,510,575,0.9432721579,385,452,-1,-1,-1,-1,-1,0.99,0.5454,0.1637,-1.2486,-0.6692,1
1281646,m,1991-01-18 00:00:00,83,cbse,2009,73,cbse,2819,2,B.Tech/B.E.,information technology,67.25,2819,0,Uttar Pradesh,2013,525,505,585,0.8422483223,495,-1,469,-1,-1,-1,-1,-0.159,0.0459,0.01,1.794,-0.6692,0
339451,f,1991-04-27 00:00:00,85,cbse,2008,95,intermediate,4415,2,B.Tech/B.E.,computer engineering,77.5,4415,1,Telangana,2012,575,635,565,0.8431237267,515,-1,-1,-1,-1,-1,-1,0.3555,0.6568,0.3817,-0.6428,0.4234,1
1055284,m,1988-08-21 00:00:00,79,state board,2007,62.5,state board,3716,2,MCA,computer application,75.83,3716,1,Karnataka,2013,490,410,535,0.4867470084,445,-1,376,-1,-1,-1,-1,-0.4463,-0.2871,-0.6048,0.653,-1.4356,0
507132,m,1986-01-01 00:00:00,70.1,"bseb,patna",2005,52,"biec,patna",1995,2,B.Tech/B.E.,industrial & production engineering,58.59,1995,1,Maharashtra,2012,405,410,355,0.6070340381,295,-1,-1,409,-1,-1,-1,-0.7264,0.0328,-0.3803,1.8249,0.0284,0
1089682,f,1990-09-21 00:00:00,88.25,state board,2008,79.57,state board,6948,2,B.Tech/B.E.,electronics and communication engineering,87.7,6948,0,West Bengal,2013,465,495,450,0.4935963873,385,324,-1,-1,-1,-1,-1,1.4208,0.3789,1.0859,-1.3753,0.8637,1
1202633,m,1992-08-30 00:00:00,84,state board,2009,88,state board,11024,2,B.Tech/B.E.,electronics and electrical engineering,72.5,11024,1,Telangana,2013,580,565,545,0.4239513964,325,-1,315,-1,388,-1,-1,0.1282,0.3789,1.3933,-0.7415,0.8637,1
595845,f,1991-12-10 00:00:00,94.8,icse,2010,93,icse,44,2,B.Tech/B.E.,information technology,74.3,44,0,Uttar Pradesh,2014,650,555,500,0.7656735812,485,-1,-1,-1,-1,-1,-1,0.1282,0.2124,-0.6048,1.5404,0.2889,1
261484,m,1990-07-31 00:00:00,77.4,cbse,2007,78.8,cbse,83,2,B.Tech/B.E.,electronics and communication engineering,74,83,0,Uttar Pradesh,2011,675,655,615,0.538386893,-1,333,-1,-1,-1,-1,-1,-0.2628,-0.2793,-1.2148,-0.5253,-1.5513,1
53264,f,1988-02-29 00:00:00,66.66,hsc,2007,61,hsc,4056,2,B.Tech/B.E.,information technology,57.83,4056,1,Maharashtra,2010,325,485,375,0.7357957092,475,-1,-1,-1,-1,-1,-1,-1.6538,0.3448,-0.0537,-1.3478,0.5024,1
846760,f,1991-11-10 00:00:00,81.03,state board,2008,70,cbse,8160,2,B.Tech/B.E.,information technology,72,8160,0,Haryana,2012,510,535,620,0.6226429158,555,-1,407,-1,-1,-1,-1,-0.7335,0.5454,0.3174,-1.6289,0.0973,0
860597,m,1991-07-09 00:00:00,73,state board,2009,85.4,state board,1390,2,B.Tech/B.E.,electronics and communication engineering,76.92,1390,0,Uttar Pradesh,2013,545,555,735,0.9913975837,475,516,-1,-1,-1,-1,-1,-0.8772,-0.6201,-0.4511,0.0192,-1.6273,1
302937,m,1989-05-05 00:00:00,44,central board of secondary education,2008,74,diploma in engg (e &tc) tilak maharashtra vidayapeeth,5846,2,B.Tech/B.E.,electronics & telecommunications,64,5846,1,Maharashtra,2011,475,375,405,0.8246664007,-1,400,-1,-1,-1,286,-1,-0.51,0.0328,0.6984,-0.5644,0.6603,0
53838,m,1987-06-12 00:00:00,45.6,bse,2007,73.6,chse,1268,2,MCA,computer application,85.2,1268,0,Orissa,2010,365,385,454,0.7656735812,485,-1,-1,-1,-1,-1,-1,0.6646,0.3448,-1.0697,0.2973,-0.9194,0
795862,m,1992-09-11 00:00:00,92,cbse,2010,82.4,cbse,222,2,B.Tech/B.E.,civil engineering,78.5,222,0,Jharkhand,2014,615,630,765,0.2557781937,505,-1,-1,-1,-1,-1,292,-0.159,0.8784,0.1637,-0.3612,-0.0943,1
609066,m,1991-08-24 00:00:00,87.8,icse,2008,74.4,cbse,285,1,B.Tech/B.E.,civil engineering,74.7,285,0,Punjab,2013,545,545,590,0.9622170106,-1,-1,-1,-1,-1,-1,500,-1.1644,0.3789,0.3174,1.1601,-0.2859,1
794528,m,1992-05-23 00:00:00,69,cbse,2010,65.8,cbse,1390,2,B.Tech/B.E.,mechanical engineering,81,1390,0,Uttar Pradesh,2014,520,555,605,0.4143374264,-1,-1,-1,366,-1,-1,-1,-0.159,0.3789,1.7007,-0.3612,1.0554,0
1209279,m,1991-06-10 00:00:00,72.6,state board,2009,73,state board,1995,2,B.Tech/B.E.,electronics engineering,69.84,1995,1,Maharashtra,2014,370,520,475,-1,395,-1,-1,-1,-1,-1,-1,1.5644,1.7109,1.7007,-0.995,-0.8608,1
302687,m,1989-07-28 00:00:00,79.86,sss pune,2007,78.16,hsc pune,1950,2,B.Tech/B.E.,electronics & telecommunications,58.26,1950,0,Maharashtra,2011,455,445,455,0.2294817549,-1,266,-1,-1,-1,260,-1,-2.1175,-1.6833,1.1074,1.0024,-0.2875,1
1114870,m,1992-08-02 00:00:00,84.67,state board,2008,74.92,state board,12737,2,B.Tech/B.E.,computer engineering,64.21,12737,1,Rajasthan,2013,490,520,465,0.8422483223,-1,-1,469,-1,-1,-1,-1,1.5644,1.7109,-0.9122,-1.8824,0.6721,0
416029,m,1991-07-12 00:00:00,85.6,cbse,2008,77,cbse,53,2,B.Tech/B.E.,information technology,72,53,0,Uttar Pradesh,2012,515,445,425,0.6707431514,455,-1,-1,-1,-1,-1,-1,-1.0355,0.0328,-0.598,-0.2902,-0.1295,1
845544,f,1992-12-04 00:00:00,90,cbse,2010,79.4,cbse,14351,2,B.Tech/B.E.,computer science & engineering,83.02,14351,0,Punjab,2014,545,585,425,0.9912306253,475,-1,592,-1,-1,-1,-1,0.7027,0.7119,1.547,-0.6147,1.0554,1
260866,m,1989-05-27 00:00:00,86.6,0,2007,69.6,0,11467,2,B.Tech/B.E.,computer engineering,72,11467,0,Rajasthan,2011,675,525,525,0.6000571823,435,-1,-1,-1,-1,-1,-1,0.3555,0.9688,0.0914,-0.8778,-0.7615,1
336787,f,1991-06-03 00:00:00,89,0,2008,94.16,0,3076,2,B.Tech/B.E.,information technology,89.2,3076,0,Tamil Nadu,2012,425,515,655,0.9303706072,565,-1,-1,-1,-1,-1,-1,0.0464,1.3198,-0.4891,-1.11277,-0.2875,1
1160766,m,1990-11-04 00:00:00,48,state board,2008,51.4,state board,8195,1,B.Tech/B.E.,electronics and electrical engineering,77,8195,1,Delhi,2015,395,410,430,0.8755039073,-1,324,-1,-1,516,-1,-1,-0.5236,-1.1196,0.1637,0.0192,-1.0872,0
636944,m,1990-07-06 00:00:00,53.3,state board,2007,68.4,state board,4501,2,B.Tech/B.E.,computer engineering,70.82,4501,0,Uttar Pradesh,2013,325,400,680,0.2378028398,445,-1,315,-1,-1,-1,-1,-1.0208,0.0459,-0.1437,1.4136,0.2889,0
